2019-05-24 15:20:41.291 INFO  singlejartest.Main - Connecting...
2019-05-24 15:21:01.326 INFO  singlejartest.Main - Running, Thu 2019.05.23 13:00 Eq: 50,000.44 UoL: .02%
2019-05-24 15:21:01.452 INFO  singlejartest.Main - Running, Thu 2019.05.23 13:30 Eq: 50,001.79 UoL: .00%
2019-05-24 15:21:01.634 INFO  singlejartest.Main - Running, Thu 2019.05.23 14:00 Eq: 50,001.79 UoL: .00%
2019-05-24 15:21:01.779 INFO  singlejartest.Main - Running, Thu 2019.05.23 14:30 Eq: 50,001.17 UoL: .02%
2019-05-24 15:21:01.910 INFO  singlejartest.Main - Running, Thu 2019.05.23 15:00 Eq: 50,001.65 UoL: .02%
2019-05-24 15:21:02.032 INFO  singlejartest.Main - Running, Thu 2019.05.23 15:30 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.113 INFO  singlejartest.Main - Running, Fri 2019.05.23 16:00 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.209 INFO  singlejartest.Main - Running, Fri 2019.05.23 16:30 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.293 INFO  singlejartest.Main - Running, Fri 2019.05.23 17:00 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.356 INFO  singlejartest.Main - Running, Fri 2019.05.23 17:30 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.400 INFO  singlejartest.Main - Running, Fri 2019.05.23 18:00 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.444 INFO  singlejartest.Main - Running, Fri 2019.05.23 18:30 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.479 INFO  singlejartest.Main - Running, Fri 2019.05.23 19:00 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.520 INFO  singlejartest.Main - Running, Fri 2019.05.23 19:30 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.567 INFO  singlejartest.Main - Running, Fri 2019.05.23 20:00 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.586 INFO  singlejartest.Main - Running, Fri 2019.05.23 20:30 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.603 INFO  singlejartest.Main - Running, Fri 2019.05.23 21:00 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.628 INFO  singlejartest.Main - Running, Fri 2019.05.23 21:30 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.657 INFO  singlejartest.Main - Running, Fri 2019.05.23 22:00 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.686 INFO  singlejartest.Main - Running, Fri 2019.05.23 22:30 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.711 INFO  singlejartest.Main - Running, Fri 2019.05.23 23:00 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.732 INFO  singlejartest.Main - Running, Fri 2019.05.23 23:30 Eq: 50,003.24 UoL: .00%
2019-05-24 15:21:02.754 INFO  singlejartest.Main - Executing onStop
2019-05-24 15:21:02.766 INFO  singlejartest.Main - Strategy stopped: 0
2019-05-24 15:21:02.767 ERROR singlejartest.Main - C:\report.html (Access is denied)
java.io.FileNotFoundException: C:\report.html (Access is denied)
	at java.io.FileOutputStream.open0(Native Method)
	at java.io.FileOutputStream.open(FileOutputStream.java:270)
	at java.io.FileOutputStream.<init>(FileOutputStream.java:213)
	at java.io.FileOutputStream.<init>(FileOutputStream.java:162)
	at com.dukascopy.dds2.greed.agent.strategy.tester.start.TesterStrategies.createReport(TesterStrategies.java:235)
	at com.dukascopy.api.impl.connect.TesterClientImpl.createReport(TesterClientImpl.java:1028)
	at singlejartest.TesterMain$1.onStop(TesterMain.java:83)
	at com.dukascopy.api.impl.connect.TesterClientImpl$4.onStop(TesterClientImpl.java:616)
	at com.dukascopy.dds2.greed.agent.strategy.tester.start.TesterLoadingProgressListener.loadingFinished(TesterLoadingProgressListener.java:78)
	at com.dukascopy.dds2.greed.agent.strategy.tester.StrategyTesterRunner.run(StrategyTesterRunner.java:426)
	at java.lang.Thread.run(Thread.java:748)
