2019-05-27 13:05:25.586 INFO  singlejartest.Main - Connecting...
2019-05-27 13:05:45.504 INFO  singlejartest.Main - Running, Sun 2019.05.26 13:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.507 INFO  singlejartest.Main - Running, Sun 2019.05.26 13:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.511 INFO  singlejartest.Main - Running, Sun 2019.05.26 14:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.514 INFO  singlejartest.Main - Running, Sun 2019.05.26 14:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.519 INFO  singlejartest.Main - Running, Sun 2019.05.26 15:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.523 INFO  singlejartest.Main - Running, Sun 2019.05.26 15:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.528 INFO  singlejartest.Main - Running, Mon 2019.05.26 16:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.531 INFO  singlejartest.Main - Running, Mon 2019.05.26 16:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.534 INFO  singlejartest.Main - Running, Mon 2019.05.26 17:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.536 INFO  singlejartest.Main - Running, Mon 2019.05.26 17:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.539 INFO  singlejartest.Main - Running, Mon 2019.05.26 18:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.543 INFO  singlejartest.Main - Running, Mon 2019.05.26 18:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.547 INFO  singlejartest.Main - Running, Mon 2019.05.26 19:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.551 INFO  singlejartest.Main - Running, Mon 2019.05.26 19:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.555 INFO  singlejartest.Main - Running, Mon 2019.05.26 20:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.559 INFO  singlejartest.Main - Running, Mon 2019.05.26 20:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.562 INFO  singlejartest.Main - Running, Mon 2019.05.26 21:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.567 INFO  singlejartest.Main - Running, Mon 2019.05.26 21:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.570 INFO  singlejartest.Main - Running, Mon 2019.05.26 22:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.574 INFO  singlejartest.Main - Running, Mon 2019.05.26 22:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.578 INFO  singlejartest.Main - Running, Mon 2019.05.26 23:00 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.581 INFO  singlejartest.Main - Running, Mon 2019.05.26 23:30 Eq: 49,998.95 UoL: .00%
2019-05-27 13:05:45.585 INFO  singlejartest.Main - Executing onStop
2019-05-27 13:05:45.598 INFO  singlejartest.Main - Strategy stopped: 0
2019-05-27 13:05:45.598 ERROR singlejartest.Main - C:\report.html (Access is denied)
java.io.FileNotFoundException: C:\report.html (Access is denied)
	at java.io.FileOutputStream.open0(Native Method)
	at java.io.FileOutputStream.open(FileOutputStream.java:270)
	at java.io.FileOutputStream.<init>(FileOutputStream.java:213)
	at java.io.FileOutputStream.<init>(FileOutputStream.java:162)
	at com.dukascopy.dds2.greed.agent.strategy.tester.start.TesterStrategies.createReport(TesterStrategies.java:235)
	at com.dukascopy.api.impl.connect.TesterClientImpl.createReport(TesterClientImpl.java:1028)
	at singlejartest.TesterMain$1.onStop(TesterMain.java:83)
	at com.dukascopy.api.impl.connect.TesterClientImpl$4.onStop(TesterClientImpl.java:616)
	at com.dukascopy.dds2.greed.agent.strategy.tester.start.TesterLoadingProgressListener.loadingFinished(TesterLoadingProgressListener.java:78)
	at com.dukascopy.dds2.greed.agent.strategy.tester.StrategyTesterRunner.run(StrategyTesterRunner.java:426)
	at java.lang.Thread.run(Thread.java:748)
